time_id,lsoa_code,deprivation_level,crime_count
2019-09-01,E01001940,Very High,5
2019-09-01,E01001941,High,13
2019-09-01,E01001942,Medium,6
2019-09-01,E01001943,High,26
2019-09-01,E01001944,Very High,3
2019-09-01,E01001945,Medium,7
2019-09-01,E01001946,Medium,9
2019-09-01,E01001947,Very High,6
2019-09-01,E01001948,Low,5
2019-09-01,E01001949,Very Low,1
2019-09-01,E01001950,Very Low,4
2019-09-01,E01001951,Low,1
2019-09-01,E01001952,Low,2
2019-09-01,E01001953,Medium,6
2019-09-01,E01001954,High,7
2019-09-01,E01001955,Very High,4
2019-09-01,E01001956,High,2
2019-09-01,E01001957,Very High,1
2019-09-01,E01001958,Very High,4
2019-09-01,E01001959,Very High,2
2019-09-01,E01001960,Low,3
2019-09-01,E01001961,Very High,1
2019-09-01,E01001962,Low,1
2019-09-01,E01001964,Low,3
2019-09-01,E01001965,Very Low,1
2019-09-01,E01001966,Very Low,4
2019-09-01,E01001967,Very Low,1
2019-09-01,E01001968,Very Low,1
2019-09-01,E01001969,Medium,8
2019-09-01,E01001970,Medium,10
2019-09-01,E01001971,Very High,1
2019-09-01,E01001972,Medium,3
2019-09-01,E01001973,Low,7
2019-09-01,E01001974,Low,2
2019-09-01,E01001975,Medium,5
2019-09-01,E01001976,Very High,1
2019-09-01,E01001977,Very High,2
2019-09-01,E01001978,Very High,4
2019-09-01,E01001979,Very High,12
2019-09-01,E01001980,High,4
2019-09-01,E01001981,High,4
2019-09-01,E01001982,High,4
2019-09-01,E01001983,High,2
2019-09-01,E01001984,Low,1
2019-09-01,E01001986,Very Low,3
2019-09-01,E01001988,Low,1
2019-09-01,E01001989,Low,3
2019-09-01,E01001990,Low,8
2019-09-01,E01001992,Very Low,1
2019-09-01,E01001994,Very Low,4
2019-09-01,E01001997,Low,4
2019-09-01,E01001998,Low,1
2019-09-01,E01001999,Medium,1
2019-09-01,E01002000,Low,4
2019-09-01,E01002001,Low,4
2019-09-01,E01002002,Very High,12
2019-09-01,E01002003,Very High,7
2019-09-01,E01002004,Low,5
2019-09-01,E01002009,Very Low,2
2019-09-01,E01002011,Medium,2
2019-09-01,E01002014,Medium,9
2019-09-01,E01002015,Medium,6
2019-09-01,E01002016,Medium,2
2019-09-01,E01002017,Medium,3
2019-09-01,E01002020,Low,1
2019-09-01,E01002022,Low,8
2019-09-01,E01002023,Low,1
2019-09-01,E01002025,Very Low,2
2019-09-01,E01002026,Very High,7
2019-09-01,E01002027,High,3
2019-09-01,E01002028,High,4
2019-09-01,E01002029,Very High,11
2019-09-01,E01002030,Medium,3
2019-09-01,E01002031,High,9
2019-09-01,E01002032,Very High,7
2019-09-01,E01002033,Very High,5
2019-09-01,E01002034,Very High,12
2019-09-01,E01002036,Very High,7
2019-09-01,E01002037,Very High,7
2019-09-01,E01002038,Very High,9
2019-09-01,E01002039,Very High,5
2019-09-01,E01002040,Very High,5
2019-09-01,E01002041,Very High,4
2019-09-01,E01002042,Low,5
2019-09-01,E01002043,High,5
2019-09-01,E01002044,Medium,3
2019-09-01,E01002045,High,7
2019-09-01,E01002046,High,7
2019-09-01,E01002047,Medium,3
2019-09-01,E01002048,Medium,3
2019-09-01,E01002049,High,2
2019-09-01,E01002051,Very High,2
2019-09-01,E01002052,High,3
2019-09-01,E01002053,Very High,3
2019-09-01,E01002054,Very High,3
2019-09-01,E01002055,Medium,1
2019-09-01,E01002056,High,1
2019-09-01,E01002057,Medium,2
2019-09-01,E01002058,Medium,4
2019-09-01,E01002059,Medium,1
2019-09-01,E01002060,Very Low,2
2019-09-01,E01002061,Very Low,2
2019-09-01,E01002062,Low,1
2019-09-01,E01002063,Medium,1
2019-09-01,E01002064,High,1
2019-09-01,E01002065,High,2
2019-09-01,E01002066,Very High,17
2019-09-01,E01002067,Very High,5
2019-09-01,E01002068,High,10
2019-09-01,E01002069,Very High,19
2019-09-01,E01002070,Medium,1
2019-09-01,E01002071,Very High,4
2019-09-01,E01002072,Very High,7
2019-09-01,E01002073,Very High,9
2019-09-01,E01002074,Very High,6
2019-09-01,E01002075,Very High,1
2019-09-01,E01002076,High,7
2019-09-01,E01002077,Very High,11
2019-09-01,E01002078,Very High,9
2019-09-01,E01002079,Medium,2
2019-09-01,E01002080,High,7
2019-09-01,E01002081,Very High,3
2019-09-01,E01002082,Very High,5
2019-09-01,E01002083,Low,2
2019-09-01,E01002084,High,7
2019-09-01,E01002085,High,10
2019-09-01,E01002086,High,1
2019-09-01,E01002087,Very High,1
2019-09-01,E01002088,Medium,2
2019-09-01,E01002089,Very High,4
2019-09-01,E01002090,Very High,2
2019-09-01,E01002091,Very High,1
2019-09-01,E01002092,Very High,2
2019-09-01,E01002093,Very High,1
2019-09-01,E01002094,Very High,1
2019-09-01,E01002095,Very High,5
2019-09-01,E01002096,Very High,4
2019-09-01,E01002097,Very High,3
2019-09-01,E01002098,Medium,4
2019-09-01,E01002099,Very High,1
2019-09-01,E01002100,Very High,2
2019-09-01,E01002101,Medium,1
2019-09-01,E01002102,High,2
2019-09-01,E01002103,Medium,3
2019-09-01,E01002104,Medium,1
2019-09-01,E01002105,High,9
2019-09-01,E01002107,Very Low,2
2019-09-01,E01002108,Very Low,1
2019-09-01,E01002109,Very Low,1
2019-09-01,E01002110,Very Low,1
2019-09-01,E01002111,Low,1
2019-09-01,E01002112,Very Low,3
2019-09-01,E01002113,Low,1
2019-09-01,E01002114,Medium,3
2019-09-01,E01002115,Very Low,1
2019-09-01,E01002116,Very Low,1
2019-09-01,E01002117,Low,5
2019-09-01,E01002118,Low,4
2019-09-01,E01002119,Low,1
2019-09-01,E01002120,High,7
2019-09-01,E01002122,Low,1
2019-09-01,E01002123,Low,4
2019-09-01,E01002124,Low,2
2019-09-01,E01002125,Low,3
2019-09-01,E01002126,Low,11
2019-09-01,E01002127,Very Low,1
2019-09-01,E01002128,Low,2
2019-09-01,E01002129,Low,10
2019-09-01,E01002130,Medium,15
2019-09-01,E01002131,High,3
2019-09-01,E01002132,Very Low,6
2019-09-01,E01002133,High,13
2019-09-01,E01002134,Very Low,2
2019-09-01,E01002135,Low,2
2019-09-01,E01002136,Very Low,8
2019-09-01,E01002139,High,4
2019-09-01,E01002140,Low,2
2019-09-01,E01002142,Low,1
2019-09-01,E01002143,Low,6
2019-09-01,E01002144,Very Low,1
2019-09-01,E01002145,Low,3
2019-09-01,E01002149,Very Low,4
2019-09-01,E01002151,Very High,3
2019-09-01,E01002156,Very Low,5
2019-09-01,E01002157,Very Low,3
2019-09-01,E01002160,Very Low,3
2019-09-01,E01002161,Low,4
2019-09-01,E01002163,Very Low,3
2019-09-01,E01002164,Very Low,1
2019-09-01,E01002165,Low,1
2019-09-01,E01002166,Very Low,1
2019-09-01,E01002167,Low,1
2019-09-01,E01002169,Low,4
2019-09-01,E01002171,Very Low,1
2019-09-01,E01002172,Very Low,1
2019-09-01,E01002173,Very Low,1
2019-09-01,E01002177,Very Low,2
2019-09-01,E01002178,Very Low,1
2019-09-01,E01002179,Medium,8
2019-09-01,E01002180,Medium,11
2019-09-01,E01002181,Very Low,4
2019-09-01,E01002182,Low,2
2019-09-01,E01002183,Low,2
2019-09-01,E01002184,Low,1
2019-09-01,E01002185,High,1
2019-09-01,E01002186,Low,6
2019-09-01,E01002187,Very Low,1
2019-09-01,E01002188,Very Low,3
2019-09-01,E01002189,Very Low,3
2019-09-01,E01002190,Very Low,1
2019-09-01,E01002191,Very Low,1
2019-09-01,E01002192,Very Low,3
2019-09-01,E01002193,Very Low,2
2019-09-01,E01002194,Very Low,1
2019-09-01,E01002200,Low,3
2019-09-01,E01002201,Very Low,2
2019-09-01,E01002202,Low,1
2019-09-01,E01002203,Very Low,6
2019-09-01,E01002204,Very Low,7
2019-09-01,E01002206,Low,1
2019-09-01,E01002208,Very Low,1
2019-09-01,E01002209,Very Low,3
2019-09-01,E01002210,Very Low,1
2019-09-01,E01002211,High,4
2019-09-01,E01002213,Low,10
2019-09-01,E01002214,Low,4
2019-09-01,E01002216,Very Low,1
2019-09-01,E01002217,High,5
2019-09-01,E01002219,Low,7
2019-09-01,E01002220,Low,2
2019-09-01,E01002221,Low,5
2019-09-01,E01002223,Low,1
2019-09-01,E01002225,Very Low,1
2019-09-01,E01002226,Very Low,5
2019-09-01,E01002227,Very High,4
2019-09-01,E01002228,Very Low,6
2019-09-01,E01002229,Low,2
2019-09-01,E01002230,Very Low,1
2019-09-01,E01002232,Low,2
2019-09-01,E01002233,Medium,6
2019-09-01,E01002234,Low,2
2019-09-01,E01002235,High,3
2019-09-01,E01002236,Low,3
2019-09-01,E01002237,Low,1
2019-09-01,E01002238,Very Low,1
2019-09-01,E01002239,Very Low,2
2019-09-01,E01002240,Low,1
2019-09-01,E01002241,Medium,2
2019-09-01,E01002242,Very Low,3
2019-09-01,E01002243,High,4
2019-09-01,E01002244,Low,2
2019-09-01,E01002245,Low,2
2019-09-01,E01002246,Low,2
2019-09-01,E01002247,Low,6
2019-09-01,E01002248,Medium,8
2019-09-01,E01002249,Low,10
2019-09-01,E01002250,Medium,5
2019-09-01,E01002251,Medium,5
2019-09-01,E01002254,Very Low,1
2019-09-01,E01002255,Very Low,1
2019-09-01,E01002257,Very Low,1
2019-09-01,E01002258,Low,2
2019-09-01,E01002259,Very Low,3
2019-09-01,E01002260,Very Low,3
2019-09-01,E01002262,Low,2
2019-09-01,E01002263,Very Low,2
2019-09-01,E01002264,High,7
2019-09-01,E01002265,Very Low,2
2019-09-01,E01002266,Low,2
2019-09-01,E01002267,Medium,2
2019-09-01,E01002268,Very Low,1
2019-09-01,E01002269,Very Low,1
2019-09-01,E01002271,Very Low,2
2019-09-01,E01002273,Very Low,3
2019-09-01,E01002274,Very Low,2
2019-09-01,E01002276,High,3
2019-09-01,E01002277,High,3
2019-09-01,E01002278,High,2
2019-09-01,E01002279,Medium,2
2019-09-01,E01002280,Very High,2
2019-09-01,E01002281,Very High,6
2019-09-01,E01002282,Very High,8
2019-09-01,E01002283,High,2
2019-09-01,E01002284,High,2
2019-09-01,E01002285,Very Low,1
2019-09-01,E01002286,Very Low,1
2019-09-01,E01002287,Very Low,3
2019-09-01,E01002289,Very Low,1
2019-09-01,E01002290,Very Low,1
2019-09-01,E01002291,Very Low,4
2019-09-01,E01002292,Low,1
2019-09-01,E01002293,Low,6
2019-09-01,E01002294,Very Low,3
2019-09-01,E01002295,Low,2
2019-09-01,E01002296,Very Low,1
2019-09-01,E01002297,Very High,1
2019-09-01,E01002298,Very Low,6
2019-09-01,E01002300,Very Low,2
2019-09-01,E01002301,Very Low,1
2019-09-01,E01002302,Low,4
2019-09-01,E01002303,High,9
2019-09-01,E01002304,Medium,2
2019-09-01,E01002305,Low,3
2019-09-01,E01002306,High,2
2019-09-01,E01002307,Low,2
2019-09-01,E01002308,Medium,2
2019-09-01,E01002309,Medium,4
2019-09-01,E01002310,Very High,8
2019-09-01,E01002311,Medium,3
2019-09-01,E01002313,Medium,2
2019-09-01,E01002314,Very High,10
2019-09-01,E01002315,Medium,2
2019-09-01,E01002316,Very High,4
2019-09-01,E01002317,Very Low,2
2019-09-01,E01002319,Low,2
2019-09-01,E01002320,Very Low,1
2019-09-01,E01002321,Very Low,1
2019-09-01,E01002323,Very Low,3
2019-09-01,E01002324,Medium,4
2019-09-01,E01002325,Medium,6
2019-09-01,E01002326,Low,4
2019-09-01,E01002328,Very Low,2
2019-09-01,E01002329,Low,1
2019-09-01,E01002330,Low,3
2019-09-01,E01002331,Low,3
2019-09-01,E01002332,Low,1
2019-09-01,E01002333,Very Low,1
2019-09-01,E01002335,Low,7
2019-09-01,E01002337,Very Low,1
2019-09-01,E01002338,Very Low,1
2019-09-01,E01002339,Very Low,2
2019-09-01,E01002340,Very Low,2
2019-09-01,E01002341,Very Low,2
2019-09-01,E01002342,Low,5
2019-09-01,E01002344,Low,5
2019-09-01,E01002345,High,6
2019-09-01,E01002346,Medium,4
2019-09-01,E01002347,Low,2
2019-09-01,E01002348,Very Low,1
2019-09-01,E01002349,Very Low,3
2019-09-01,E01002350,Medium,4
2019-09-01,E01002351,Very Low,3
2019-09-01,E01002352,Low,2
2019-09-01,E01002353,Low,10
2019-09-01,E01002354,Very Low,3
2019-09-01,E01002356,Very High,35
2019-09-01,E01002358,Low,6
2019-09-01,E01002360,Very Low,3
2019-09-01,E01002361,Low,3
2019-09-01,E01002362,Very Low,1
2019-09-01,E01002363,Low,3
2019-09-01,E01002364,Very Low,2
2019-09-01,E01002365,Very Low,2
2019-09-01,E01002366,Very Low,3
2019-09-01,E01002367,Very Low,1
2019-09-01,E01002368,Very High,2
2019-09-01,E01002369,Medium,2
2019-09-01,E01002370,High,5
2019-09-01,E01002371,Low,1
2019-09-01,E01002372,Very Low,2
2019-09-01,E01002373,Very Low,3
2019-09-01,E01002374,Low,6
2019-09-01,E01002377,Very Low,1
2019-09-01,E01002378,Very Low,1
2019-09-01,E01002379,Very Low,4
2019-09-01,E01002380,Low,5
2019-09-01,E01002381,Very Low,2
2019-09-01,E01002382,Very Low,2
2019-09-01,E01002383,Very Low,3
2019-09-01,E01002384,Very Low,1
2019-09-01,E01002385,Very Low,3
2019-09-01,E01002387,Very Low,1
2019-09-01,E01002389,Very Low,1
2019-09-01,E01002390,Very Low,3
2019-09-01,E01002392,Very High,4
2019-09-01,E01002393,Medium,4
2019-09-01,E01002394,Low,3
2019-09-01,E01002395,Medium,1
2019-09-01,E01002396,High,2
2019-09-01,E01002397,Medium,6
2019-09-01,E01002398,Medium,1
2019-09-01,E01002399,Low,2
2019-09-01,E01002400,Medium,1
2019-09-01,E01002401,Medium,10
2019-09-01,E01002402,Medium,6
2019-09-01,E01002403,Medium,3
2019-09-01,E01002404,High,2
2019-09-01,E01002405,Medium,5
2019-09-01,E01002406,Medium,6
2019-09-01,E01002407,Medium,6
2019-09-01,E01002408,High,3
2019-09-01,E01002409,Medium,4
2019-09-01,E01002410,Low,1
2019-09-01,E01002411,Medium,4
2019-09-01,E01002412,Very Low,8
2019-09-01,E01002413,High,3
2019-09-01,E01002414,Very Low,3
2019-09-01,E01002415,Very Low,3
2019-09-01,E01002417,Very Low,3
2019-09-01,E01002418,Very Low,6
2019-09-01,E01002421,Very Low,2
2019-09-01,E01002422,Low,5
2019-09-01,E01002423,Very Low,4
2019-09-01,E01002424,Very Low,1
2019-09-01,E01002425,Medium,5
2019-09-01,E01002426,Low,3
2019-09-01,E01002428,Very Low,1
2019-09-01,E01002429,High,3
2019-09-01,E01002430,Very Low,1
2019-09-01,E01002432,Very Low,8
2019-09-01,E01002433,Low,4
2019-09-01,E01002434,Very Low,1
2019-09-01,E01002435,Very Low,1
2019-09-01,E01002436,Very Low,8
2019-09-01,E01002439,Low,3
2019-09-01,E01002440,Low,4
2019-09-01,E01002441,Medium,3
2019-09-01,E01002442,Medium,4
2019-09-01,E01002443,Low,3
2019-09-01,E01002444,Medium,32
2019-09-01,E01002445,High,3
2019-09-01,E01002446,Medium,3
2019-09-01,E01002447,Medium,5
2019-09-01,E01002448,Low,4
2019-09-01,E01002449,Medium,4
2019-09-01,E01002450,Very Low,1
2019-09-01,E01002452,Very Low,2
2019-09-01,E01002453,Very Low,4
2019-09-01,E01002454,Low,2
2019-09-01,E01002455,Low,3
2019-09-01,E01002456,Low,4
2019-09-01,E01002457,Medium,2
2019-09-01,E01002458,Very Low,1
2019-09-01,E01002460,Very Low,4
2019-09-01,E01002461,Very Low,1
2019-09-01,E01002462,Very Low,1
2019-09-01,E01002463,Very Low,3
2019-09-01,E01002465,Very Low,4
2019-09-01,E01002466,Very Low,3
2019-09-01,E01002467,Very Low,3
2019-09-01,E01002468,Very Low,3
2019-09-01,E01002469,Very Low,1
2019-09-01,E01002470,Very Low,3
2019-09-01,E01002471,Very Low,2
2019-09-01,E01002472,Very Low,1
2019-09-01,E01002473,Low,2
2019-09-01,E01002474,Very Low,1
2019-09-01,E01002475,Low,3
2019-09-01,E01002476,Very Low,1
2019-09-01,E01002477,Very Low,2
2019-09-01,E01002478,Very Low,2
2019-09-01,E01002479,Low,1
2019-09-01,E01002480,Very Low,1
2019-09-01,E01002481,Low,4
2019-09-01,E01002483,Very Low,3
2019-09-01,E01002484,Medium,1
2019-09-01,E01002485,Low,10
2019-09-01,E01002486,Medium,8
2019-09-01,E01002488,Low,7
2019-09-01,E01002489,Low,5
2019-09-01,E01002490,Medium,6
2019-09-01,E01002491,Medium,1
2019-09-01,E01002492,Medium,2
2019-09-01,E01002493,High,7
2019-09-01,E01002494,Very Low,2
2019-09-01,E01002495,Very Low,1
2019-09-01,E01002496,Low,3
2019-09-01,E01002497,Low,6
2019-09-01,E01002498,Very Low,1
2019-09-01,E01002499,Very Low,7
2019-09-01,E01002501,Medium,3
2019-09-01,E01002502,High,2
2019-09-01,E01002503,High,4
2019-09-01,E01002504,Medium,4
2019-09-01,E01002505,Very High,10
2019-09-01,E01002506,High,15
2019-09-01,E01002507,Medium,5
2019-09-01,E01002508,Very High,5
2019-09-01,E01002511,Medium,1
2019-09-01,E01002513,Very Low,7
2019-09-01,E01002514,Very Low,11
2019-09-01,E01002515,Medium,16
2019-09-01,E01002516,Very Low,1
2019-09-01,E01002519,High,3
2019-09-01,E01002520,Low,1
2019-09-01,E01002521,High,16
2019-09-01,E01002523,Low,1
2019-09-01,E01002525,Low,3
2019-09-01,E01002526,High,4
2019-09-01,E01002527,High,2
2019-09-01,E01002528,Very High,7
2019-09-01,E01002529,Low,5
2019-09-01,E01002530,Very High,5
2019-09-01,E01002531,Low,4
2019-09-01,E01002532,High,6
2019-09-01,E01002533,Low,1
2019-09-01,E01002534,Very Low,2
2019-09-01,E01002535,Very Low,2
2019-09-01,E01002537,Very Low,2
2019-09-01,E01002539,Very Low,2
2019-09-01,E01002540,High,4
2019-09-01,E01002541,Low,6
2019-09-01,E01002542,High,11
2019-09-01,E01002543,High,1
2019-09-01,E01002544,Low,1
2019-09-01,E01002545,Very High,11
2019-09-01,E01002546,Low,1
2019-09-01,E01002547,Medium,3
2019-09-01,E01002548,High,4
2019-09-01,E01002549,Medium,3
2019-09-01,E01002550,High,7
2019-09-01,E01002551,Medium,2
2019-09-01,E01002552,High,1
2019-09-01,E01002553,Very High,4
2019-09-01,E01002554,High,10
2019-09-01,E01002555,Low,4
2019-09-01,E01002556,Low,3
2019-09-01,E01002557,Medium,5
2019-09-01,E01002558,Medium,6
2019-09-01,E01002560,High,5
2019-09-01,E01002561,Very High,4
2019-09-01,E01002562,High,2
2019-09-01,E01002563,Low,2
2019-09-01,E01002564,Very High,1
2019-09-01,E01002565,Low,8
2019-09-01,E01002566,Very High,10
2019-09-01,E01002567,Medium,5
2019-09-01,E01002568,High,6
2019-09-01,E01002570,Very Low,6
2019-09-01,E01002571,Very Low,2
2019-09-01,E01002572,High,2
2019-09-01,E01002574,Very Low,3
2019-09-01,E01002575,Very Low,1
2019-09-01,E01002576,Medium,1
2019-09-01,E01002577,Very Low,4
2019-09-01,E01002578,Very Low,1
2019-09-01,E01002580,Medium,2
2019-09-01,E01002581,Very Low,2
2019-09-01,E01002582,Very Low,1
2019-09-01,E01002583,Medium,1
2019-09-01,E01002584,Low,2
2019-09-01,E01002585,High,5
2019-09-01,E01002586,Low,1
2019-09-01,E01002587,Medium,6
2019-09-01,E01002588,Very High,7
2019-09-01,E01002589,Medium,6
2019-09-01,E01002590,Low,3
2019-09-01,E01002592,Medium,7
2019-09-01,E01002593,Medium,8
2019-09-01,E01002594,Medium,4
2019-09-01,E01002595,Medium,1
2019-09-01,E01002596,Medium,9
2019-09-01,E01002598,Medium,2
2019-09-01,E01002599,Medium,2
2019-09-01,E01002600,High,3
2019-09-01,E01002601,Low,4
2019-09-01,E01002602,Low,2
2019-09-01,E01002603,Medium,4
2019-09-01,E01002604,Very High,5
2019-09-01,E01002605,High,1
2019-09-01,E01002606,Very High,5
2019-09-01,E01002607,Medium,6
2019-09-01,E01002608,High,2
2019-09-01,E01002609,Low,1
2019-09-01,E01002610,Medium,4
2019-09-01,E01002611,Medium,6
2019-09-01,E01002612,Medium,4
2019-09-01,E01002613,Low,1
2019-09-01,E01002614,Low,6
2019-09-01,E01002616,Low,1
2019-09-01,E01002617,Very Low,2
2019-09-01,E01002618,Low,1
2019-09-01,E01002619,Low,3
2019-09-01,E01002620,Medium,8
2019-09-01,E01002621,Low,1
2019-09-01,E01002622,Medium,3
2019-09-01,E01002623,High,2
2019-09-01,E01002624,Medium,5
2019-09-01,E01002625,Low,6
2019-09-01,E01002626,Low,5
2019-09-01,E01002627,High,5
2019-09-01,E01002628,Low,7
2019-09-01,E01002630,Low,4
2019-09-01,E01002631,Medium,2
2019-09-01,E01002633,Very High,2
2019-09-01,E01002634,High,8
2019-09-01,E01002635,Low,4
2019-09-01,E01002636,Low,4
2019-09-01,E01002637,High,4
2019-09-01,E01002638,High,4
2019-09-01,E01002640,Low,5
2019-09-01,E01002641,Medium,7
2019-09-01,E01002642,Medium,7
2019-09-01,E01002643,Medium,2
2019-09-01,E01002645,Medium,6
2019-09-01,E01002646,High,7
2019-09-01,E01002647,Medium,3
2019-09-01,E01002648,Low,4
2019-09-01,E01002649,Medium,12
2019-09-01,E01002650,Medium,3
2019-09-01,E01002651,Low,6
2019-09-01,E01002652,Low,2
2019-09-01,E01002653,Low,1
2019-09-01,E01002654,Low,1
2019-09-01,E01002655,Very Low,4
2019-09-01,E01002656,Low,2
2019-09-01,E01002657,Very Low,5
2019-09-01,E01002660,Low,6
2019-09-01,E01002661,Low,6
2019-09-01,E01002662,Low,5
2019-09-01,E01002663,Medium,5
2019-09-01,E01002664,High,11
2019-09-01,E01002665,Medium,3
2019-09-01,E01002666,Low,1
2019-09-01,E01002667,Medium,1
2019-09-01,E01002668,Low,2
2019-09-01,E01002669,Very High,6
2019-09-01,E01002670,Low,4
2019-09-01,E01002671,Low,3
2019-09-01,E01002672,Medium,3
2019-09-01,E01002673,Very High,3
2019-09-01,E01002674,Low,2
2019-09-01,E01002675,Very Low,4
2019-09-01,E01002676,Low,2
2019-09-01,E01002677,Low,3
2019-09-01,E01002678,Very Low,3
2019-09-01,E01002679,Very Low,1
2019-09-01,E01002680,Low,7
2019-09-01,E01002681,Medium,12
2019-09-01,E01002682,Low,7
2019-09-01,E01002683,Very Low,6
2019-09-01,E01002684,Medium,6
2019-09-01,E01002686,Very High,7
2019-09-01,E01002687,Very Low,1
2019-09-01,E01002690,Very Low,1
2019-09-01,E01002691,Very Low,2
2019-09-01,E01002692,Low,5
2019-09-01,E01002693,Low,9
2019-09-01,E01002694,Very High,4
2019-09-01,E01002695,Medium,7
2019-09-01,E01002696,Low,9
2019-09-01,E01002697,High,1
2019-09-01,E01002698,Low,4
2019-09-01,E01002699,Low,2
2019-09-01,E01002700,Very Low,3
2019-09-01,E01002701,High,2
2019-09-01,E01002702,High,4
2019-09-01,E01002703,High,6
2019-09-01,E01002704,Medium,15
2019-09-01,E01002706,Medium,3
2019-09-01,E01002707,Medium,4
2019-09-01,E01002708,High,8
2019-09-01,E01002709,Very High,4
2019-09-01,E01002710,High,5
2019-09-01,E01002711,Medium,25
2019-09-01,E01002712,Medium,9
2019-09-01,E01002713,Very High,1
2019-09-01,E01002714,Very Low,3
2019-09-01,E01002715,Very High,6
2019-09-01,E01002716,Very High,3
2019-09-01,E01002717,Medium,3
2019-09-01,E01002720,Very High,7
2019-09-01,E01002721,High,2
2019-09-01,E01002722,Very High,3
2019-09-01,E01002723,High,8
2019-09-01,E01002724,Low,5
2019-09-01,E01002726,Medium,5
2019-09-01,E01002727,Medium,1
2019-09-01,E01002728,High,2
2019-09-01,E01002729,High,3
2019-09-01,E01002730,High,1
2019-09-01,E01002731,Medium,11
2019-09-01,E01002732,Very High,6
2019-09-01,E01002733,Low,3
2019-09-01,E01002734,Very High,11
2019-09-01,E01002735,High,5
2019-09-01,E01002736,Very High,1
2019-09-01,E01002737,Very High,5
2019-09-01,E01002738,Medium,4
2019-09-01,E01002739,Low,4
2019-09-01,E01002740,Low,1
2019-09-01,E01002741,Very High,1
2019-09-01,E01002742,Low,2
2019-09-01,E01002743,Low,2
2019-09-01,E01002744,Low,2
2019-09-01,E01002745,Low,6
2019-09-01,E01002748,Very High,7
2019-09-01,E01002749,Medium,4
2019-09-01,E01002751,Very High,1
2019-09-01,E01002752,Medium,2
2019-09-01,E01002753,High,5
2019-09-01,E01002754,Low,3
2019-09-01,E01002755,Very High,3
2019-09-01,E01002756,High,1
2019-09-01,E01002757,Medium,1
2019-09-01,E01002758,Very High,7
2019-09-01,E01002760,Very High,4
2019-09-01,E01002762,Low,5
2019-09-01,E01002763,High,1
2019-09-01,E01002764,High,1
2019-09-01,E01002765,High,6
2019-09-01,E01002766,High,10
2019-09-01,E01002767,Very High,2
2019-09-01,E01002769,Low,3
2019-09-01,E01002770,High,9
2019-09-01,E01002771,High,5
2019-09-01,E01002772,High,7
2019-09-01,E01002774,High,2
2019-09-01,E01002775,Medium,5
2019-09-01,E01002776,High,5
2019-09-01,E01002777,High,2
2019-09-01,E01002778,Very High,3
2019-09-01,E01002779,Low,6
2019-09-01,E01002780,Medium,4
2019-09-01,E01002781,High,1
2019-09-01,E01002782,Very High,2
2019-09-01,E01002783,Very High,3
2019-09-01,E01002784,Very High,1
2019-09-01,E01002785,Low,1
2019-09-01,E01002786,Very High,1
2019-09-01,E01002788,Low,2
2019-09-01,E01002789,Very Low,2
2019-09-01,E01002790,Very High,3
2019-09-01,E01002791,Very Low,2
2019-09-01,E01002792,Low,1
2019-09-01,E01002793,Very High,2
2019-09-01,E01002794,Medium,6
2019-09-01,E01002795,Medium,15
2019-09-01,E01002796,Medium,2
2019-09-01,E01002797,High,9
2019-09-01,E01002798,Medium,6
2019-09-01,E01002799,High,1
2019-09-01,E01002800,Very High,3
2019-09-01,E01002801,Low,5
2019-09-01,E01002802,Medium,6
2019-09-01,E01002803,Medium,12
2019-09-01,E01002804,Very High,11
2019-09-01,E01002805,Medium,5
2019-09-01,E01002806,Medium,3
2019-09-01,E01002808,Medium,1
2019-09-01,E01002809,High,5
2019-09-01,E01002810,High,2
2019-09-01,E01002811,Very High,2
2019-09-01,E01002812,Very Low,2
2019-09-01,E01002813,Very Low,5
2019-09-01,E01002814,Medium,3
2019-09-01,E01002817,Very Low,2
2019-09-01,E01002818,Very Low,12
2019-09-01,E01002819,Very Low,5
2019-09-01,E01002820,Very Low,1
2019-09-01,E01002821,Very Low,7
2019-09-01,E01002822,Very Low,2
2019-09-01,E01002823,High,5
2019-09-01,E01002824,Very Low,1
2019-09-01,E01002825,Very Low,2
2019-09-01,E01002826,Very Low,6
2019-09-01,E01002828,Low,1
2019-09-01,E01002829,Very High,6
2019-09-01,E01002830,Very High,5
2019-09-01,E01002831,Very High,4
2019-09-01,E01002832,High,9
2019-09-01,E01002834,Low,1
2019-09-01,E01002835,Very Low,6
2019-09-01,E01002839,Medium,2
2019-09-01,E01002840,Very High,2
2019-09-01,E01002841,Medium,4
2019-09-01,E01002842,Very High,3
2019-09-01,E01002843,Very High,5
2019-09-01,E01002844,Low,2
2019-09-01,E01002845,Medium,4
2019-09-01,E01002846,High,2
2019-09-01,E01002847,Medium,5
2019-09-01,E01002848,High,1
2019-09-01,E01002849,Low,1
2019-09-01,E01002850,Medium,11
2019-09-01,E01002851,Very High,2
2019-09-01,E01002852,Very High,10
2019-09-01,E01002853,Very High,7
2019-09-01,E01002854,Very High,11
2019-09-01,E01002855,Very High,5
2019-09-01,E01002856,Very High,4
2019-09-01,E01002857,Very High,2
2019-09-01,E01002858,Medium,2
2019-09-01,E01002859,Very Low,5
2019-09-01,E01002861,Low,1
2019-09-01,E01002865,Very Low,2
2019-09-01,E01002867,Medium,5
2019-09-01,E01002869,Low,5
2019-09-01,E01002870,Very High,1
